170G,"CROUSE HINDS TAPA CIEGA SERIE 7 DE 1/2"""" (12.7 mm)",60.012,PZ
190,CROUSE HINDS TAPA PARA CONDULET SERIE 9 DE 13MM,14.244,PZ
270G,"CROUSE HINDS TAPA CIEGA SERIE 7 DE 3/4"""" (19mm) C/",72.36,PZ
290,CROUSE HINDS TAPA PARA CONDULET SERIE 9 DE 19 MM,14.244,PZ
370G,"CROUSE HINDS TAPA CIEGA SERIE 7 DE 1"""" (25.4 mm) C",130.608,PZ
370G-SE,"CROUSE HINDS TAPA PARA CONDULET 1"""" (25mm) SIN EMP",130.608,PZ
390,CROUSE HINDS TAPA PARA CONDULET SERIE 9 DE 25MM,26.664,PZ
40TUBO100AL-DBR,"TUBO CONDUIT CED 40 ALUMINIO 4"""" (101mm) BOND ROJO",15610.512,PZ
40TUBO13AL-DBR,"TUBO CONDUIT ALUM. CED 40 1/2"""" (13mm) BOND ROJO",1875.072,PZ
40TUBO19AL-DBR,"TUBO CONDUIT CED 40 ALUMINIO 3/4"""" (19mm) BOND ROJ",2163.36,PZ
40TUBO25AL-DBR,"TUBO CONDUIT ALUM. CED 40 1"""" (25mm) BOND ROJO",2776.128,PZ
40TUBO32AL-DBR,"TUBO CONDUIT ALUM. CED 40 1 1/4"""" (32mm) BOND ROJO",3500.316,PZ
40TUBO38AL-DBR,"TUBO CONDUIT ALUM. CED 40 1 1/2"""" (38mm) BOND ROJO",4326.48,PZ
40TUBO51AL-DBR,"TUBO CONDUIT ALUM CED. 40 2"""" (51mm) BOND ROJO",5660.412,PZ
40TUBO63AL-DBR,"TUBO CONDUIT ALUM. CED 40 2 1/2"""" (63mm) BOND ROJO",7607.088,PZ
40TUBO75AL-DBR,"TUBO CONDUIT ALUM CED. 40 3"""" (75mm) BOND ROJO",10779.3,PZ
470G,"CROUSE HINDS TAPA CIEGA SERIE 7 DE 1-1/4"""" (31.7 m",150.012,PZ
490,CROUSE HINDS TAPA PARA CONDULET SERIE 9 DE 32MM,33.78,PZ
570G,"CROUSE HINDS TAPA CIEGA SERIE 7 DE 1-1/2"""" (38.1 m",171.192,PZ
590,"CROUSE HINDS TAPA PARA CONDULET SERIE 9 DE 1-1/2""""",39.084,PZ
670G,"CROUSE HINDS TAPA CIEGA SERIE 7 DE 2"""" (50.8 mm) C",250.608,PZ
690,CROUSE HINDS TAPA PARA CONDULET SERIE 9 DE 50MM,40.908,PZ
870F,CROUSE HINDS TAPA CIEGA SERIE 7 DE 63.5 Y 76.2mm,217.704,PZ
970F,"CROUSE HINDS TAPA CIEGA SERIE 7 DE 4"""" (101.6mm)",362.856,PZ
AFU0333-55,CROUSE HINDS CONVEYOR SAFETY SWITCH DOUBLE END 25A,16575.588,PZ
APJ10377,CROUSE HINDS CLAVIJA ARKTITE 100AMP 3H 3P 250VCD/600VCA,5186.628,PZ
APJ10467,CROUSE HINDS CLAVIJA TIPO 2 3H 4P 100AMP 250VDC/600VAC,5028.948,PZ
APJ10477,CROUSE HINDS CLAVIJA E1 4H 4P 100 AMP 600VCA 25-43,5186.628,PZ
APJ10487,CROUSE HINDS CLAVIJA E2 3H 4P 100 AMPS 600VAC 25-4,5458.332,PZ
APJ3275,CROUSE HINDS CLAVIJA E1 2H 2P 30A 600V,2239.392,PZ
APJ3375,CROUSE HINDS CLAVIJA E1 3H 3P 30A 600VCA A PRUEBA,2239.392,PZ
APJ3385,CROUSE HINDS CLAVIJA E2 2H 3P 30 AMPS 600VCA 12-26,2396.328,PZ
APJ3475,CROUSE HINDS CLAVIJA E1 4H 30 AMP 600VCA 12-26mm A,2239.392,PZ
APJ3485,CROUSE HINDS CLAVIJA E2 3H 4P 30 AMP 600VCA 12-26m,2396.328,PZ
APJ6375,CROUSE HINDS CLAVIJA E1 3H 3P 60 AMP 600VCA 16-35m,3062.088,PZ
APJ6385,CROUSE HINDS CLAVIJA E2 2H 3P 60 AMP 600VAC 16-35m,3425.352,PZ
APJ6475,CROUSE HINDS CLAVIJA E1 4H 4P 60 AMP 600VCA 16-35m,3062.088,PZ
APJ6485,CROUSE HINDS CLAVIJA E2 3H 4P 60AMP 600VCA 16-35mm,3425.352,PZ
AR-642,CROUSE-HINDS CONTACTO 60AMP,4955.604,PZ
AR1031,CROUSE HINDD RECP C/TAPA RESORTE 100AMP 3P 3H 600VCA,6536.988,PZ
AR1032,CROUSE HINDS RECEPTACULO/TAPA 100AMP 2H 3P TIPO 2,7503.516,PZ
AR1042,CROUSE HINDS CONTACTO A PRUEBA DE INTERPERIE 100A,7503.516,PZ
AR341,DOMEX CONTACTO C/TAPA 30 AMPS 4H 4P,2326.212,PZ
AR342,DOMEX CONTACTO C/TAPA 30 AMP 3H 4P,2665.764,PZ
AR641,CROUSE HINDS RECEPTACULO 60AMP 4H 4P,4200.384,PZ
AR642,CROUSE HINDS CONTACTO 60A 250V,4955.604,PZ
ARBF31,CROUSE HINDS LUMINARIA VF 2326 Y 100W C/GLOBO,2139.576,PZ
ARE23,CROUSE HINDS CAJA PARA RECEP 30AMPS,436.104,PZ
ARE3212,CROSE HINDS RECEPTACULO E1 2P 2H 30AMPS 600V,2570.136,PZ
ARE3312,CROUSE HINDS ENSAMBLE CONTACTO E1 30A 19.00mm (3/4,2730.06,PZ
ARE3322,CROUSE HINDS ENSAMBLE E2 30A 19.0mm 2H 3P TAPA RES,2961,PZ
ARE3323,"CROUSE HINDS RECEPTACULO ENSAMBLADO A CAJA 1"" 30AMP",2989.644,PZ
ARE3412,CROUSE HINDS ENSAMBLE CONTACTO,2961,PZ
ARE3413,"CROUSE HINDS ENSAMBLE CONTACTO E1 30A 25.4mm (1"""")",2989.644,PZ
ARE3422,CROUSE HINDS ENSAMBLE E2 30A 19mm 3H 4P TAPA RESOR,3319.044,PZ
ARE3423,"CROUSE HINDS ENSAMBLE CONTACTO E2 30A 25.4mm (1"""")",3342.312,PZ
ARE46,CROUSE HINDS CAJA PARACONTACTO AR642,604.692,PZ
ARE6414,CROUSE HINDS ENSAMBLE CONTACTO E1 60A 31.8mm (1-1/,5911.488,PZ
ARE6415,CROUSE HINDS CROUSE HINDS ENSAMBLE DE CONTACTO 4 H,5945.196,PZ
ARE6424,CROUSE HINDS ENSAMBLE CONTACTO E2 60A (1-1/4),6042.744,PZ
ARE6425,CROUSE HINDS ENSAMBLE CONTACTO E2 60A (1-1/2),6072.9,PZ
AREA10415,CROUSE HINDS RECEPTACULO ENSAMBLADO 1 1/4 4H 4P,11445.192,PZ
AREA10425,"CROUSE HINDS CONTACTO E2 100 AMPS 38.1mm (1-1/2"""")",12058.872,PZ
AREA348,CROUSE HINDS ENSAMBLE CONTACTO 30A,4358.772,PZ
AREA6424,CROUSE HINDS CONTACTO,9039.18,PZ
AREA6425,CROUSE HINDS ENSAMBLE E2 ADAP/AN6 38mm 3H 4P TIPO,8832.648,PZ
AU100-DBR,"CROUSE HINDS ABRAZADERA PARA UNICANAL 25 mm (1"") BOND ROJO",672.24,PZ
AU34-DBR,"CROUSE HINDS ABRAZADERA PARA UNICANAL 19 mm (3/4"") BOND ROJO",636.924,PZ
BAL1000AMMVCH,CROUSE HINDS BALASTRA ADITIVOS METALICOS 1000W MUL,1976.82,PZ
BAL150SAP440CH,CROUSE HINDS BALASTRA VAPOR DE SODIO 150W 440V,1104.084,PZ
BAL150SAPMVCH,CROUSE HINDS BALASTRA VAPOR DE SODIO 150W MULTIVOL,1104.084,PZ
BAL175AM220CH,BALASTRO A. METALICOS 175W 220V DESN.,801.864,PZ
BAL175AMMVCH,CROUSE HINDS BLASTRA ADITIVOS METALICOS 175W MULTI,934.98,PZ
BAL175VMMVCH,CROUSE HINDS BALASTRA VAPOR DE MERCURIO 175W MULTI,1903.488,PZ
BAL250AM220CH,CROUSE HINDS BALASTRO A. METALICOS 250W 220V,975.996,PZ
BAL250AMMVCH,CROUSE HINDS BALASTRO A. METALICOS 250W M/VOLT,1138.02,PZ
BAL250SAPMVCH,CROUSE HINDS BALASTRA VAPOR DE SODIO 250W MULTIVOL,1124.052,PZ
BAL400AM220CH,CROUSE HINDS BALASTRO A. METALICOS 400W 220V,985.164,PZ
BAL400AMMVC,COOPER CH BALASTRA ADITIVOS METALICOS 400W 440/277/220 VAC,2072.928,PZ
BAL400AMMVCH,CROUSE HINDS BALASTRO A.METALICOS 400W M/VOLT D CH,1148.7,PZ
BAL400SAPMVCH,CROUSE HINDS BALASTRA VAPOR DE SODIO 400W MULTIVOL,1503.744,PZ
BAL400VM440CH,BALASTRO V. DE MERCURIO 400W 440V DESNUDO CH,2264.748,PZ
BAL70SAPMVCH,CROUSE HINDS BALASTRA VAPOR DE SODIO 70W MULTIVOLT,874.272,PZ
C17,"CROUSE HINDS CONDULET C SERIE 7 DE 1/2"""" (12.7mm)",192.372,PZ
C19,"CROUSE HINDS CONDULET C SERIE 9 CON TAPA DE 1/2""""",57.252,PZ
C23,"CROUSE HINDS CONDULET C SERIE 3 CON TAPA DE 19MM 3/4""""",23.616,PZ
C27,"CROUSE HINDS CONDULET C SERIE 7 DE 3/4"""" (19.0mm)",213.552,PZ
C27-DBR,"CROUSE HINDS CONDULET C DE 3/4"""" (19mm) BOND ROJO",601.608,PZ
C29,"CROUSE HINDS CONDULET C SERIE 9 CON TAPA DE 3/4""""",62.82,PZ
C33,CROUSE HINDS CONDULET C SERIE 3 CON TAPA DE 25mm (,35.424,PZ
C3310,CROUSE HINDS UNIDAD LUZ PILOTO 110/ 6W,568.884,PZ
C3320,CROUSE HINDS UNIDAD LUZ PILOTO 220/10W,568.884,PZ
C37,"CROUSE HINDS CONDULET C SERIE 7 DE 1"""" (25.4mm) C/",344.148,PZ
C39,"CROUSE HINDS CONDULET C SERIE 9 CON TAPA DE 1"""" (2",94.14,PZ
C47,"CROUSE HINDS CONDULET C SERIE 7 DE 1-1/4"""" (31.7mm",453.552,PZ
C49,"CROUSE HINDS CONDULET C SERIE 9 CON TAPA DE 1-1/4""",197.412,PZ
C57,"CROUSE HINDS CONDULET C SERIE 7 DE 1-1/2"""" (38.1mm",564.732,PZ
C59,"CROUSE HINDS CONDULET C SERIE 9 CON TAPA DE 1-1/2""",201.156,PZ
C67,"CROUSE HINDS CONDULET C SERIE 7 DE 2"""" (50.8mm) C/",834.744,PZ
C69,"CROUSE HINDS CONDULET C SERIE 9 CON TAPA DE 2"""" (5",376.368,PZ
C77,"CROUSE HINDS CONDULET C SERIE 7 DE 2-1/2"""" (63.5mm",1197.708,PZ
C87,"CROUSE HINDS CONDULET C SERIE 7 DE 3"""" (76.2mm)",1671.108,PZ
CAMPACRIL400CH,CROUSE HINDS LUMINARIO TIPO CAMPANA ACRIL 400W A.M,5843.916,PZ
CARGA65,CROUSE HINDS CARGA DOMEXWELL 65,74.316,PZ
CCP416,CROUSE HINDS CLAVIJAS DE ACCION COOPER,2653.38,PZ
CGB192,CROUSE HINDS CONECTOR GLANDULA MACHO 1/2 (.125-.25,132.384,PZ
CGB192-DBR,"CROUSE HINDS CONECTOR GLANDULA MACHO 1/2"""" BOND ROJO",416.244,PZ
CGB193,CROUSE HINDS CONECTOR GLANDULA MACHO 1/2 (.250-.37,132.384,PZ
CGB194,CROUSE HINDS CONECTOR GLANDULA MACHO 1/2 (.375-.50,132.384,PZ
CGB195,CROUSE HINDS CONECTOR GLANDULA MACHO 1/2 (.500-.62,132.384,PZ
CGB292,CROUSE HINDS CONECTOR GLANDULA MACHO 3/4 (.125-.25,142.704,PZ
CGB292-DBR,"CROUSE HINDS CONECTOR GLANDULA MACHO 3/4"" BOND ROJO",487.32,PZ
CGB293,CROUSE HINDS CONECTOR GLANDULA MACHO 3/4 (.250-.37,142.704,PZ
CGB294,CROUSE HINDS CONECTOR GLANDULA MACHO 3/4 (.375-.50,142.704,PZ
CGB295,CROUSE HINDS CONECTOR GLANDULA MACHO 3/4 (.500-.62,142.704,PZ
CGB296,CROUSE HINDS CONECTOR GLANDULA MACHO 3/4 (.625-.75,486.012,PZ
CGB297,CROUSE HINDS CONECTOR GLANDULA MACHO 3/4 (.750-875,486.012,PZ
CGB393,CROUSE HINDS CONECTOR GLANDULA MACHO 1.0 (.250-.37,346.692,PZ
CGB394,CROUSE HINDS CONECTOR GLANDULA MAHO 1.0 (.375-.500,346.692,PZ
CGB395,CROUSE HINDS CONECTOR GLANDULA MACHO 1.0 (.500-.62,346.692,PZ
CGB396,CROUSE HINDS CONECTOR GLANDULA MACHO 1.0 (.625-.75,433.368,PZ
CGB397,CROUSE HINDS CONECTOR GLANDULA MACHO 1.0 (.750-.87,433.368,PZ
CGB6818,CROUSE HINDS CONECTOR GLANDULA MACHO 2.0 (1.938-2.,818.976,PZ
CGB7818,CROUSE HINDS CONECTOR GLANDULA MACHO 2.5 (1.938-2.,953.58,PZ
CGB8821,"CROUSE HINDS CONECTOR GLANDULA MACHO 3"" (2.281-2.625)",1016.136,PZ
CHICOA3,CROUSE HINDS COMPUESTO SELLADOR SOLO DE 1.0 LB (0.,346.692,PZ
CHICOA4,CROUSE HINDS COMPUESTO SELLADOR 0.454kg c/28gr FIB,507.132,PZ
CHICOA5,CROUSE HINDS COMPUESTO SELLADOR SOLO DE 2.27 LBS (,1359.276,PZ
CHICOX4,CROUSE HINDS FIBRA DE ASBESTO 56.70gr,400.164,PZ
CHICOX6,CROUSE HINDS FIBRA DE ASBESTO 226.80gr,1510.308,PZ
CHICOX7,CROUSE HINDS FIBRA DE ASBESTO 454.00gr,2707.104,PZ
CODOG13-DBR,"CROUSE HINDS CODO CONDUIT P/G 13mm (1/2"""") BOND RO",374.34,PZ
CODOG19-DBR,"CROUSE HINDS CODO CONDUIT PG 19mm (3/4"""") BOND ROJ",474.156,PZ
CODOG25-DBR,"CROUSE HINDS CODO CONDUIT P/G 25mm (1"""") BOND ROJO",641.712,PZ
CODOG38-DBR,"CROUSE HINDS CODO CONDUIT P/G 38mm (1 1/2"""") BOND",1590,PZ
COPLEAL1-DBR,"CROUSE HINDS CROUSE HINDS COPLE ALUMINIO 1"""" BOND",530.7,PZ
COPLEAL112-DBR,"CROUSE HINDS CROUSE HINDS COPLE ALUMINIO 1 1/2"""" B",636.924,PZ
COPLEAL12-DBR,CROUSE HINDS COPLE ALUMINIO CED. 40 13mm BOND ROJO,353.844,PZ
COPLEAL19DBR,CROUSE HINDS COPLE ALUMINIO CED. 40 19mm BOND ROJO,459.816,PZ
COPLEAL2-DBR,"CROUSE HINDS CROUSE HINDS COPLE ALUMINIO 2"""" BOND",636.924,PZ
CPP316,CROUSE HINDS CLAVIJA 2H 3P 20A 1.0 HP P/CABLE 7-11,3601.524,PZ
CPP416,CROUSE HINDS CLAVIJA 2H 3P 20A 1.0 HP P/CABLE 9-13,2667.972,PZ
CPP4553,CROUSE HINDS CLAVIJA 2H 3P 30A 1.5 HP P/CABLE 9-22,6091.344,PZ
CPP4752,CROUSE HINDS CLAVIJA 3H 4P 30A 3.0 HP P/CABLE 9-22,6611.292,PZ
CPP516,CROUSE HINDS CLAVIJA,3315.132,PZ
CPS-532R,CROUSE HINDS CONTACTO,7333.212,PZ
CPS152102,"CROUSE HINDS RECEP ENSAMBRE DOBLE 20A 2H 3P 1/2""""",9479.532,PZ
CPS152201,CROUSE HINDS CONTACTO SENCILLO 2H 3P 20A 1.0HP 19.,4764.66,PZ
CPS152202,CROUSE HINDS CONTACTO DOBLE 2H 3P 20A 1.0HP 25.0mm,9479.532,PZ
CPS152211,"CROUSE HINDS CONTACTO SENCILLO 3/4"""" 20A 2H 3P",4840.26,PZ
CPS152212,CROUSE HINDS RECEPTACULO ENSAMBLE DOBLE 3P2H 20AMP,9573.552,PZ
CPS152302,"CROUSE HINDS RECEPTACULO 1"" 20 AMP2H 3P",9479.532,PZ
CPS152311,CROUSE HINDS CONTACTO AEREO APS,4840.26,PZ
CPS152312,"CROUSE HINDS RECEPTACULO 1"" 20 AMP 2H 3P",9573.552,PZ
CPS152R,CROUSE HINDS CONTACTO AEREO APS,4067.664,PZ
CPS532201,"CROUSE HINDS RECEPTACULO SENCILLO 30AMPS 2H 3P 3/4""""",9000.108,PZ
CPS532211,"CROUSE HINDS RECEPTACULO C/TAPA 3/4"" 30AMPS 2H 3P",8852.604,PZ
CPS532302,"CROUSE HINDS CONTACTO SENCILLO 2H 3P 30 AMP 1""",17445.192,PZ
CPS532R,CROUSE HINDS RECEPTACULO C/TAPA 30AMP 2H 3P,7333.212,PZ
CPS732201,CROUSE HINDS CONTACTO SENCILLO 3H 4P 30A 3.0HP 19.,9276.696,PZ
CPS732301,CROUSE HINDS CONTACTO 3H4P 250VAC 3HP 30A,9276.696,PZ
D12,CROUSE HINDS REPUESTO ESTACION BOTONES EFS 2 CIRCU,1015.14,PZ
DMVS-2A-70-GP,"CROUSE HINDS LUMINARIO APV VS 70W 3/4"" GLOBO Y GUARDA 127-277V",19576.284,PZ
DS100G,CROUSE HINDS TAPA CIEGA CONDULET RECTANGULAR,100.02,PZ
DS1020G,CROUSE HINDS TAPA CONTACTO SENCILLO P/INTEMPERIE,375.468,PZ
DS171G,CROUSE HINDS TAPA RECTANGULAR FS P/ESTACION DE BOTONES,1289.532,PZ
DS185G,CROUSE HINDS TAPA RECTANGULAR P/APAGADOR INTEMPERI,517.572,PZ
,CROUSE HINDS TAPA CONTACTO REDONDO 35mm SERIE RECT,105.276,PZ
DS23G,CROUSE HINDS TAPA CONTACTO DUPLEX SERIE RECTANGULA,105.276,PZ
DS23GFI,CROUSE HINDS TAPA RECTANGULAR PARA FS,345.048,PZ
DS24G,CROUSE HINDS TAPA RECTANGULAR P/LUZ PILOTO ROJO,398.268,PZ
DS32G,CROUSE HINDS TAPA RECTANGULAR P/APAGADOR,105.276,PZ
DS41G,CROUSE HINDS TAPA RECTANGULAR P/LUZ PILOTO VERDE,398.268,PZ
DS44G,CROUSE HINDS TAPA RECTANGULAR P/LUZ PILOTO AMBAR,404.46,PZ
DS70G,CROUSE HINDS TAPA CONTACTO DUPLEX PARA INTEMPERIE,478.98,PZ
DSD921,CROUSE HINDS BOTONERA,3388.548,PZ
DSD947J1,CROUSE HINDS BOTONERA,6148.8,PZ
E17,"CROUSE HINDS CONDULET E SERIE 7 DE 1/2"""" (12.7 mm)",163.884,PZ
E27,"CROUSE HINDS CONDULET E SERIE 7 DE 3/4"""" (19.0 mm)",206.628,PZ
E37,"CROUSE HINDS CONDULET E SERIE 7 DE 1"""" (25.4 mm) C",311.736,PZ
E47,"CROUSE HINDS CONDULET E SERIE 7 DE 1-1/4"""" (31.7",413.268,PZ
E57,"CROUSE HINDS CONDULET E SERIE 7 DE 1-1/2"""" (38.1 m",482.736,PZ
E67,"CROUSE HINDS CONDULET E SERIER 7 DE 2"""" (50.8 mm)",728.856,PZ
ECD11,"CROUSE HINDS DREN RESPIRADERO PARA AIRE DE 1/2"""" (",876.876,PZ
ECD13,"CROUSE HINDS DREN RESPIRADERO PARA AIRE DE 1/2"""" (",823.5,PZ
ECD15,"DREN RESPIRADERO UNIVERSAL 1/2"""" (12.7 mm)",774.168,PZ
ECGJH110,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 12.7x254.,1410.204,PZ
ECGJH112,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 12.7x304.,1494.66,PZ
ECGJH112-DBR,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 12.7x304. BOND ROJO,3619.308,PZ
ECGJH115,CROUSE HINDS COPLE FLEXIBLE 12.7x381.,1687.188,PZ
ECGJH115-DBR,CROUSE HINDS COPLE FLEXIBLE 12.7X381. BOND ROJO,3840,PZ
ECGJH118,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 12.7x457.,1847.616,PZ
ECGJH118-DBR,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 12.7X457 BOND ROJO,4225.356,PZ
ECGJH121,CROUSE HINDS COPLE FLEXIBLE 12.7x533.,2019.888,PZ
ECGJH121-DBR,CROUSE HINDS COPLE FLEXIBLE 12.7x533. BOND ROJO,4578.468,PZ
ECGJH124,CROUSE HINDS COPLE FLEXIBLE 12.7X600,2188.776,PZ
ECGJH127,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 12.7X685.8,2355.984,PZ
ECGJH130,CROUSE HINDS COPLE FLEXIBLE 12.7x672.00,2531.628,PZ
ECGJH133,"CROUSE HINDS COPLE FLEXIBLE 1/2 X 33""",2683.608,PZ
ECGJH136,CROUSE HINDS COPLE FLEXIBLE 12.7X914.4mm,2872.764,PZ
ECGJH18-DBR,CROUSE HINDS COPLE FLEXIBLE 12.7X20.3 BOND ROJO,3084.576,PZ
ECGJH210,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 19.0x254.,1758.108,PZ
ECGJH212,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 19.0x304.,1878.024,PZ
ECGJH215,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 19.0x381.,2143.188,PZ
ECGJH218,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 19.0x457.,2394.816,PZ
ECGJH218-DBR,CROUSE HINDS COPLE FLEXIBLE 19 x 457 mm BOND ROJO,5276.172,PZ
ECGJH221,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 19.0x533.,2624.508,PZ
ECGJH224,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 19.0x609.,2844.06,PZ
ECGJH230,CROUSE HINDS COPLE FLEXIBLE 19.0X762.0mm,3372.672,PZ
ECGJH233,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 19.0X838.,3561.828,PZ
ECGJH236,CROUSE HINDS COPLE FLEXIBLE 19.0X900,3767.856,PZ
ECGJH236-DBR,CROUSE HINDS COPLE FLEXIBLE 19 x 914 mm BOND ROJO,8087.424,PZ
ECGJH26,CROUSE HINDS COPLE 19.0X152.40mm,1443.972,PZ
ECGJH312,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 25.4x304.,3257.832,PZ
ECGJH315,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 25.4x381.,3588.852,PZ
ECGJH318,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 25.4x457.,3940.128,PZ
ECGJH321,CROUSE HINDS COPLE FLEXIBLE 25.4x537.0mm,4277.904,PZ
ECGJH333,CROUSE HINDS COPLE FLEXIBLE CROUSE HINDS 25.4X838.,5620.56,PZ
